id,name,education,place_of_origin,aliases,identity
bdfc331a-d176-4f2b-bac2-b7eb58a2d4e3,Korvac,"Unrevealed, presumably extensive; later cybernetically assimilated vast amounts of knowledge",The Blue Area of Earth's moon in 2977 AD in the alternate future of Earth-691,"Bright Lord, Clockwork Lord, The Enemy, Jaboa Murphy; impersonated Uatu the Watcher, Kang",Secret to the general populace of present-day Earth; publicly known in his future timeline.
ccf8248a-b212-4977-a40d-4fb82297dc48,M.O.D.O.K.,null,null,null,null
59714f4a-a72c-40fe-be3b-0d79eb4ae19d,Onslaught (Ultimate),null,"Xavier Institute for Higher Learning, Westchester, New York","Charlie, Charles Xavier, Magneto, That Which Shall Survive",No dual identity
54b63090-8f8b-4298-80d6-32eda73fd99d,Layla Miller,Elementary school education,Unrevealed,"""Butterfly""",No dual identity
a45a6d4a-cb97-465c-bb7b-218759dadc7d,Darwin,"Muir-MacTaggert Research & Development Institute, New York; Biltmore Academy for Advanced Education, New York; unidentified middle school","New York City, New York",The Evolving Boy,Secret
1ace0736-10e8-4352-ae96-e8e76ce7ac11,M (Monet St. Croix),Studies at Massachusetts Academy and DeLaCorte’s Boarding School,"Sarajevo, Bosnia","Formerly Penance, Penny",Secret
21d89aad-dc32-4b92-a3f2-ec34d4a1b94b,Madrox,Unrevealed,"Los Alamos, New Mexico",None,Secret
457d73a9-77c2-4a77-b145-4191643aedfe,Lorna Dane,"Master's degree in geophysics, some doctoral research completed",null,"Lorna Dane (legal name since adoption, given name unrevealed), Pestilence, (formerly) Malice, Polarity, Magnetrix, M-2, Magneto the Second",Secret
e3723de3-10df-47fd-b362-d3221ad27208,Rictor,null,Mexico,"Mutate #527, Joaquin Murrieta",null
7f5e7f98-4e1f-49a8-865d-c7ac0aca3691,Wolfsbane (Age of Apocalypse),High School equivalent,"Ullapool, Ross and Cromarty, Scotland","Grimfang, Mutate 490, Queen Rain of Geshem",Known to the authorities
f9c29a9f-a31c-4cc2-afb5-9b882e14b3d3,Boomer,Unrevealed,Unrevealed,None,Secret
ddccffba-dd7f-40e9-80ff-cb429db9c7ab,Forge (Ultimate),Unrevealed; presumably completed doctorate,Unrevealed,"Cheyenne, Maker",Known to authorities
dd07bcde-6f09-44de-b489-c13c7014dbb3,Felicia Hardy,Unrevealed,Unrevealed,Jane Doe,Secret
7f2c9491-876d-4335-9963-d99a1d33b886,Pepper Potts,College degree in business,"New Haven, Connecticut","Rescue, Hera, Virginia ""Pepper"" Potts Hogan",No dual identity
a431d2f4-1fcd-488a-b00e-c225d38e9ab0,Toxin,College educated,New York City,Larry,Secret
04290c46-731d-4afb-ba0c-aa5cf5ed2be5,Black Bolt (Marvel War of Heroes),Royal tutors of Attilan,"Island of Attilan, Atlantic Ocean",None,Secret
50a78f57-d806-4479-9871-d616cf1a5f3d,Mr. Fantastic (Ultimate),"Multiple scientific doctorates in fields such as engineering, math and physics from California State Institute of Technology, Columbia University, Harvard and State University, and others","Central City, California","Doctor Doom, Richard Reed, Invincible Man, Reed Benjamin, ""Man in the Mystery Mask"", Mister ""Elastic""",Publicly known
3a7ce350-2c78-4ef7-8a33-f5580f234421,Bishop,null,null,null,null
c895ac9f-8d57-4d6e-9ea1-6f470509f1b8,Fantomex,Unrevealed,"The World, London, England, U.K.","Jean-Phillipe, Weapon XIII",Secret
222ac51d-7ffe-4860-9e5b-4f0c9f525693,Puck (Zuzha Yu),Military training,null,None,Publicly known
93aa5788-4a91-4a2e-9fcf-f6d48c1ec960,Spiral (Rita Wayword),Unrevealed,Unrevealed,"Ricochet Rita, Apocalypse, Shiva",Secret
7b13916d-73bf-4dcc-93d3-c6a3b7261358,Shanna the She-Devil,null,null,null,null
5687ab06-8d61-4746-84e6-0d60b42fddfa,Spider-Man (Ai Apaec),Unrevealed,Unrevealed,"Spider-Man, the Decapitator",Known to authorities
c1897cfa-41de-4a88-be0c-a5ba965bf839,Invisible Woman (Marvel: Avengers Alliance),"High school education, incomplete college studies","Glenville, Long Island, New York","Baroness Von Doom, Stormy Sue, Malice, Mistress of Hate, Susan Benjamin, Invisible Girl, Mrs.Fantastic, Invisible Woman",Publicly known
62b688d8-8b2e-418d-b69d-f61f885586bc,U.S. Agent,null,null,null,null
87e918b1-86d5-4f48-8550-86b4e5ac3cb9,Arnim Zola,Advanced degree in 1930’s sciences,"Weisshorn Mountain, Switzerland",Bio-Fanatic,No dual identity
f28d4a08-d9a0-4f6c-91c7-cc4acc346cd4,Maria Hill,null,"Chicago, Illinois",None,Publicly known
4a886fcb-14b5-46fc-aeb7-97b9b3a7bf19,Absorbing Man,High school dropout,"New York City, New York","Rocky Davis, Lightningbolt",Publicly known
1b0385f1-6699-4428-9d34-1a5458fefaba,Lockheed,Unrevealed,Flock homeworld,"Lockheed, Dragon",No dual identity
263a1e51-326b-45f7-91b4-298acbaa6291,Spider-Woman (Charlotte Witter),"Extensively educated during stasis, privately tutored until age seven, no conventional education","London, England","Arachne, Ariadne Hyde, Dark Angel, Dark Angel of San Francisco",Known to Certain Government Agencies
b5dedccd-6fc6-400b-86c4-db4a726dbb0b,Franklin Richards,none,"New York, New York","Franklin Benjamin, Tattletale, Psi-Lord, Ego-Spawn, Avatar",No dual identity
5adb38ae-41fc-420a-b555-f446669401c8,Valeria Richards,"(Marvel Girl) Extensive college level schooling, probably through private tutoring; (infant Valeria) none","(Marvel Girl) unknown; (infant Valeria) Baxter Building, New York City, NY","Valeria von Doom, Marvel Girl","(Marvel Girl) Publicly known, although few on Earth-616 realized her true relationship to the Richards; (infant Valeria) no dual identity"
9153ead5-bfb9-476c-95b1-db110bbdb336,Sif,Trained in Asgardian warrior’s school,Asgard,"Rose Chambers, Ericka Velez, Sybil","Secret on Earth, publicly known on Asgard"
3d4e82c8-a5c9-4b91-8088-09d42827dec2,Kang,Unrevealed,"Other Earth, 31st century","Blue Man, Victor Timely, Blue Totem, Scarlet Centurion, Rama-Tut, King of Kings, Master of Men, Lord of the Seven Suns",Secret
c5c45f8d-24c7-45e7-a93e-e4587d224228,Agent Brand,null,null,null,null
b7126b8e-9350-4b82-8990-54335f77372d,Tombstone,High school dropout,"Harlem, New York",None,Publicly known
c4c06bab-ab69-426e-908d-2d1e0b2fe6a5,Multiple Man,College-level courses,"Los Alamos, New Mexico",none,Publicly known
3c07a14d-e48e-48fb-b48f-b72c9f6e701e,Satana,Tutored by demons,"Fire Lake, Greentown, Massachusetts","The Devil's Daughter, Judith Camber, Julia, Mistress of the Basilisk",No dual identity
92e40041-d2c5-4ecb-8f41-42b8e823d483,Captain Britain (Ultimate),PhD in Physics from Thames University,"Braddock Manor, England","Bee, Black Bishop, Britanic, Captain Britain-616, Captain Wakanda, Custodian, Fast Buck, Jungle Man, Lionheart of Avalon",Known to U.K. authorities
a9e1e67a-1e06-480d-8e23-b9398bb55fc5,Apocalypse,null,null,null,null
fbee4478-796e-42fd-9e94-c4057b3f70b6,Sunfire (Age of Apocalypse),College,"Tokyo, Japan",None,Secret
8af69094-cc3f-4a64-8e15-1bd92993a30e,Cecilia Reyes,Doctor of Medicine,"The Bronx, New York City, New York",None,Secret
9b575571-f40b-49a2-b0e1-fd15b67fb4a7,Karma,unrevealed,Central highlands of Vietnam,Shan,Secret
1a88136e-5791-4d05-9ce2-30569cf9cb86,Mystique (House of M),Unrevealed,Unrevealed,"Raven Darkhölme, Foxx, Helmut Stein, Mallory Brickman, B. Byron Biggs, Surge, Ronnie Lake, Holt Adler, Leni Zauber, Raven Wagner, Randy Green, others",Secret
1d49636e-fcb5-4694-bd4f-3fdfd5c89fa0,Northstar,High school level,"Montreal, Québec, Canada",Jean-Paul Martin,Public
3b033d07-22b7-47f1-869b-6989fe65c97c,Warbird,null,null,null,null
25940fea-c7cb-4fe2-83c8-6df2dd8dc881,Otto Octavius,"Ph.D. in atomic physics, honorary doctorate in biochemistry, decorates in nuclear physics","Schenectady, New York","Doc Ock; formerly Master Planner, Bowrey Bum, Master Programmer, Prisoner #4756689",Publicly known
b1fa175b-5425-4b12-9a39-e6adff1fd0a9,Hawkeye/Clint Barton (MAA),High school (unfinished),"Waverly, Iowa","Clinton Francis ""Clint"" Barton, Dr. Rogers, The Marksman, Br'er Hawkeye, Seagate Superhuman Cellblock Prisoner 334556, Longbow, Goliath, Father Time, Ronin, Bruno, Louis, Robin Hood, The Hawkeye Kid, Golden Archer, Purple Man, Impersonated Constrictor & Dreadknight",Publicly known
56186607-48a1-4092-bd4c-eabf77b55af6,Marvel Boy,Trained by Uranian Eternals in advanced sciences,"Trenton, New Jersey",None,Publicly known
eadd8f5e-399a-4aad-8d6b-02eb641dea64,Miss America,College student at Sotomayor University,The Utopian Parallel,"USA, Ms. America, The Demiurge, Princess",Secret
0defe21f-0289-480a-b227-3ec712d9b080,Wiccan,High school student,"Allegedly Leonia, New Jersey","Asgardian, Magic Lad, Thor Junior, Warlock Boy",Secret
9466cc55-e5fc-4e56-b34d-1bf559907639,Robert Baldwin ,High school educated (incomplete),"Springdale, Connecticut","Formerly Speedball, Masked Marvel, ""Toothpick,"" ""Babykiller,"" ""Speedy""",Publicly known
84e21ea4-8f4e-404b-8be2-d4742cf14100,Stick,null,"Unrevealed, per his own account, born ""on the street"" (possibly in New York)","Master, Teacher, Yamato-Take (possibly reincarnation of), Karen (possibly reincarnated to become)",Secret
927ac3a8-7139-4735-94c7-31fa5d80b835,Tigra (Greer Nelson),Bachelor of science degree,"Chicago, Illinois","The Cat, Grimalkin, Greer Sorenson, Werecat, Were-Woman",Publicly known
b2fb5ef4-f7b7-47d7-8872-a10cf197e804,Cardiac,Doctorate in Medicine,"Roslyn, New York",None,Secret
549956db-e4e1-4472-810c-143907fcc3d8,Sabretooth (House of M),Unrevealed,Unrevealed,"Der Schlächter (""The Butcher"" in German), Slasher, El Tigre, others",Known to various government officials
22cb1883-a5d6-470f-91b0-73008fa18fe1,Groot,Allegedly educated by tutors,Planet X,"King Groot, His Royal Majesty King Groot, Honorable delegate from Planet X, The Monster from Planet X",No dual identity
0fb86105-2f19-46d4-beaf-595ae218af45,Dark Beast,Ph.D in Biochemistry,"Dunfee, Illinois, Earth-295","Beast, Black Beast",Secret (general populace of Earth-616 is unaware of McCoy's existence)
2253bd88-3f20-42f7-8540-cbf3674532da,Hercules,Unrevealed,"Thebes, Greece",null,"Publicly known; however, not all modern day Earth people believe Hercules is the actual Hercules of myth."
0b6acfa9-a657-4a9e-a7c5-47ec9bea6958,Sage,Unrevealed,Unrevealed,None,Secret
8da044f2-b3e1-46ca-a120-52a1c28c2826,Blindfold,null,null,null,null
f8c65c44-7e28-493f-a8f3-91d116bfeae4,Strong Guy,Unrevealed,"Rhinebeck, New York",None,Publicly known
a68beefe-9c16-4096-a758-1cc802db2099,Screwball,Unrevealed,Unrevealed,Impersonated Spider-Man (Peter Parker),Known to authorities
cbe82e9f-ab46-4351-b3ed-b83bb9474c45,Wong (Ultimate),null,"Kamar-Taj, Tibet",Wongshot,No dual identity
a5a76cb3-eaf6-4408-992b-a2631422befa,Foggy Nelson,Columbia University (undergraduate) and J.D. in law from Harvard,"Buffalo, New York","Java Joe, Everett Williams, Guts Nelson, Daredevil",No dual identity
272504bd-1c33-4c96-a765-c3cee3e8742a,Taskmaster,High School,"Bronx, New York City, New York","Captain America, Contingency T, Tony Masters",Secret
ce2d47bd-e0b6-4833-af53-d2c284145863,Moon Knight (House of M),High-school graduate,"Chicago, Illinois","Jake Lockley, Steven Grant, Fist of Khonshu, Yitzak Topol",Known to S.H.I.E.L.D. authorities
2a7734e2-bd24-4a70-8f9e-2c2aa3d148cf,Doop,Unrevealed,Unrevealed,Possibly Daap,No dual identity
1452c4ed-c43a-45ac-bde0-17a6d55f5609,Captain Universe,Not applicable,Not applicable,"Variable, in the past has included: Captain Ray Coffin, Doctor Strange, Professor Swann, Commander Arcturus Rann, a member of the Badoon race, Guardian of Eternity, The Avenging Angel, The Hero That Could Be You",Secret
61fddc26-d411-4090-bbb8-c6aa94fb4591,Deathlok,"Military academy graduate, extensively self-taught and computer-educated","Detroit, Michigan (Earth-7484)",The Demolisher,No dual identity
4ff3236b-baee-4e69-a521-b8ef9a9610a9,Sister Grimm,High school (unfinished),"Los Angeles, California",None,Secret
65347e41-970e-4fed-b6bd-7280b65486c1,Reptil,Unrevealed,Unrevealed,T-Rex Boy,Secret
a0ca771e-1184-4d4c-bfd4-eb6dbfad5a22,Chamber,Massachusetts Academy,"London, United Kingdom",Decibel,Secret
bad5f9a9-c256-47b6-a859-998550c33e3b,Pixie,Currently in high school level courses,Unknown location in Wales,None,Publicly known
b6cf1ba3-ebe7-43d8-a654-ea41bd7427ca,Stilt-Man (Wibur Day),Ph.D.,Unrevealed,None,Publicly known
a42cede5-2050-4fa9-8a89-552286f918d7,Big Wheel,College educated,"Sunnyside, New York","""Round Ravager of the Ring,"" ""Circular Crushing King,"" ""Dynamic Donut of Destruction""",Publicly known
a1047c83-faad-40c0-8361-b75ede304d39,Boomerang,Unrevealed,"Alice Springs, Northern Territory, Australia",None,Publicly known
e67ce3b4-78e3-4213-bc04-6f127efe5b80,Shocker (Herman Schultz),High school dropout,"New York, New York",None,Known to authorities
ea4c76c4-f92f-4cbc-9247-0ce82fb16ca5,Speed Demon,Master's degree in chemistry,"New York, New York","Jim Sanders, Harvey James, the Whizzer",Known to the United States government
effacca5-9083-4816-aab9-fd30ceb50d23,Spot,Ph.D.,Unrevealed,None,"Secret, known to the authorities"
ad7aa449-6be7-494b-8c85-5a31f170d8cf,Blade,High-school equivalent,"Soho, London, England","Daywalker, Subject AA1, Switchblade, Hannibal Francis ""Frank"" Blade",Secret
7a10407b-4290-4615-b376-d81fdd199071,Daimon Hellstrom,null,null,null,null
318b6946-121a-4329-988b-18ef416240cd,Johnny Blaze,High school graduate,"Waukegan, Illinois","Johnathon ""Johnny"" Blaze, Brimstone Biker, Spirit of Vengeance, Stuntmaster, Ghost Biker, Frank Ryder",Publicly known
4d3c0726-8e51-4bb4-9313-3666923d622a,Archangel,null,null,null,null
8801ea25-9a0c-4946-8ebf-329817cec794,Star Brand,null,null,null,null
8b2fce65-f04a-425a-9525-f47055fc2e98,Echo,Unrevealed; presumed college degree,Unrevealed,"Ronin, Crazy Horse",Secret
caf445c6-9dbc-444a-b79e-a1d37d702723,Brood,null,null,null,null
90623dcb-caa5-4b67-9811-eb2dcd6b8c8e,Silver Sable,College graduate,Symkaria,None,Publicly known
2c6c1f4e-075e-431b-8d5e-47011b5ed7fb,Selene,Unrevealed,Unrevealed,Black Queen,Unrevealed
77073fb8-6786-45c8-9d3a-fdd7e8ae9810,Rhino,Limited,Unrevealed,"Alex O’Hirn, Ryan O’Smith, Mecha-Rhino, “Santa Claus,” Rhines, “Gray Man,” “Horn-head”, “Horn-Face” (latter three nicknames by Hulk/Bruce Banner), Rampaging Rhino",Known to legal authorities by fake U.S. identity
df2f5d0a-13dc-4cfe-b742-13d56ddf8edb,Husk,Various courses at Xavier Institute,"Cumberland County, Kentucky",None,Secret
aa22ee89-6f76-4583-8ba7-1ee26359d594,Grandmaster,Countless milennia of accumulated knowledge,null,None,Existence unknown to general public
09cdc768-8215-4518-8789-0c0d065a937d,Mockingbird,PhD in biology,"San Diego, California","the Huntress, Agent 19, Roberta Morse, once posed as Shooting Star",Secret
bf81a714-9a27-41ea-98b1-44fbb1b8a636,Mojo,null,"Mojoworld, Mojoverse",Lifebringer,Publicly known in Mojoverse (general populace of Earth remain unaware of Mojo's existence)
8702f9a7-d2ac-47bd-b72e-b296dce0e8ce,Bastion,Inapplicable,Inapplicable,"Template, Sebastion Gilberti, Nimrod, Master Mold",Secret
1256cd4e-7e8d-4567-a6bd-d03a1625cba4,Sebastian Shaw,Unrevealed,"Pittsburgh, Pennsylvania","Black King, Lord Imperial",Publicly known
69dde144-9ca7-485e-a825-cf0376c03ee1,Elektra (Ultimate),Studied political science at Columbia University,An unspecified island near the Aegean Sea,"Little Amber, Epsilon, Perfect Death, Impersonated Chastity McBryde and Sandy Newton, Numerous aliases throughout mercenary career",Existence unknown to general public
61fc0148-1223-466e-bf61-412c679d3d9b,Firebrand,null,null,null,null
50bb9c1c-d88c-414e-84c2-5653a29992b7,Super-Adaptoid,Inapplicable,Inapplicable,"Adaptoid, Alessandro Brannex, Captain America, Fixer, Jarvis, Cyborg Sinister, Supreme Adaptoid, Cassandra Lang",Inapplicable
5daff63c-10fb-40b8-9c5e-c4a318637e37,Carnage,null,null,null,null
31ba2f56-2b29-4eb0-91eb-4d9100294193,Juggernaut,Unrevealed,Unrevealed,None,secret
e7c4f874-2638-4f69-8ec9-2e9fd96338d3,Mach IV,High school graduate,"Baltimore, Maryland","Beetle, MACH-I, MACH-II, Matthew ""Matt"" Davis, MACH-III, Aaron Jeffries, Mach-IV",Publicly Known
4f7a1752-2b71-47e2-b950-de5715431cc9,Mr. Hyde,Unspecified doctorate of medicine,"Trenton, New Jersey",None,Publicly known
179a1342-0d06-41ef-aa42-b337b0be0058,Songbird,University student,"Shoshoni, Wyoming","Screaming Mimi, Mimi Schwartz, Margie Green",Known to the U.S. legal authorities
eadb0454-9a63-4242-90d0-aa3180d22701,Brother Voodoo,"M.D. in Psychology, extensive voodoo training","Port-au-Prince, Haiti","Houngan Supreme, Lord of the Loa, He-Who-Has-Died-Twice, Voodoo Lord; Master of All Reptiles, the Voudoun, and the Spirit World",Publicly known
6023eec0-4c23-4f83-a9f7-4fe180d0cd66,Red Hulk (HAS),Unrevealed,Unrevealed,"General Ross, ""Thunderbolt"" Ross, Red Hulk, Rulk, Red, Red man, Redeemer, Zzzax",Publicly known (Ross); known only to a select few (Red Hulk)
539fb75e-d48d-4f97-9a0e-b90172db0a31,Hydro-Man,Unrevealed,"Bronx, New York","Morrie, Mud-Thing",Known to the authorities
126f985c-d11a-4b73-a5e2-ca35c8fa24ed,Genesis,Unrevealed,Unrevealed location on Earth-4935,Tolliver,Secret
10c0cadb-8ec7-4ec3-a420-a16835521703,Betty Brant,High school dropout,"Philadelphia, Pennsylvania",Betty Brant-Leeds,No dual identity
72852fda-57fc-42f0-b2c9-b38362915adf,Maestro,null,null,null,null
cacf0cf0-7bea-40f9-8e89-ef86a940b844,Avalanche,Unrevealed,"Crete, Greece",Jon Bloom,Secret (known to the U.S. government)
717f485e-d698-4626-841a-e18579794b15,Blizzard,Vocational high school graduate with a specialty in air conditioning and refrigerator repair,"Newark, Delaware",None,Publicly known
da461c7c-c371-4fcf-b7bb-1b95c00adc59,Ezekiel,College educated (MBA),Citizen of the U.S.A. with no criminal record,None,Secret
fba4d2ae-c665-411e-80e3-d2648b8ba590,Mandarin,Multiple College Degrees,China,"Gene Kahn, Zhang Tong, Chu",Secret
8986f254-e34b-461e-a7fc-caf3a7021e57,Whirlwind,Unrevealed,"Kansas City, Missouri","The Human Top, Charles Matthews",Publicly known
b182ebbe-2619-4094-b0b4-379e57e9104d,Sabra,null,null,null,null
38b7b994-f79d-4981-9292-f95888af7fe7,Slayback,Unrevealed,Unrevealed,None,Secret
64a524be-f7bd-4e55-a675-929899cc5c39,Lightspeed,High school educated (graduation unconfirmed),"Richmond, Virginia","Formerly Molecula ""Mistress of Destiny"", Starstreak",Secret
7e3c309f-77df-44cc-a5f2-b0abc36620ce,White Tiger (USM),"FBI training, police academy graduate",Unrevealed,La Tigresa Blanca,Secret
9f9e95f0-b2e4-4c8e-ae8d-90ab44a9b9a8,Robbie Robertson,Columbia School of Journalism graduate,"Harlem, New York",Robbie,No dual identity
e4e0b1ad-8623-42f6-801f-9da5dcc477b2,Viper,Unrevealed,Unrevealed location in Eastern Europe,"Meriem Drew, Leona Hiss, Mrs. Smith, Madame Hydra",Secret
4d96d115-8079-49e4-8279-592915f19f20,Martin Li,null,null,"Martin Li, Martian Li, Martin the Martyr",Secret
36e9a5f5-37ef-45eb-b1c7-bd320cf572e1,Spider-Gwen (Spider-Gwen),Undergraduate student,"Forest Hills, Queens, New York (Earth-65)","Gwendolyne ""Gwen"" Stacy, Spider-Gwen, Gwendy",No dual identity
2cf3b39a-6604-4635-ac07-b2bdd9e77eee,Blob (Ultimate),Unrevealed,"Lubbock, Texas",None,Known to authorities
b485472d-bdfb-46df-8f4a-a9cf101a35cc,Romulus,"Unrevealed, possible knowledge of genetics.",Unrevealed,Tyranus,Secret
927ce5d2-95a6-4ef0-a9f1-810ad900d2ae,Madelyne Pryor,Unrevealed,Unrevealed secret laboratory of Mister Sinister,"Maddie, Anodyne, Mutate #9818, Goblyn Queen, Red Queen",Secret
84142fd2-2f82-4655-a346-55433c2fae20,Carlie Cooper,"B.S. in biochemistry, M.S. in forensic science, various NYPD Training Academy courses","Jackson Heights, Queens, New York",None,No dual identity
6d213ab1-e9bd-49fe-af13-b46b8975580c,Cuckoo,Unrevealed,"Ravenscroft, England",Numerous assumed identities,Secret
ac9a153d-6ff1-41c7-82be-63f716f7bf59,Curt Conners,null,null,null,null
66bed310-15f4-4fb2-ba51-99d459b75b1d,Prince of Orphans,Unrevealed,"Presumably Z'Gambo, Africa",Green Mist of Death,Secret
89b72dd5-8ea3-45f2-8271-0a0ea222ab8d,Red She-Hulk,Entered the novitiate to become a nun,Unrevealed location in California,"Harpy, Mr. Blue, Agent S-3, Betty Danner","Secret as Red She-Hulk, Harpy and Mr. Blue, no dual identity as Betty"
7a712e88-960a-43b2-8411-c7668ba0098c,Gateway,Unrevealed,Unrevealed location in Australia,None,Secret
634f0209-71cc-4088-85f4-8db85230373d,Mauler,null,null,null,null
efe22066-9ce0-401c-9806-77d906017d22,Dum Dum Dugan,null,null,null,null
a32c88b5-c9c4-4138-a601-f307a330b5fe,Howard The Duck,Four-year college degree and limited training in various martial and mystic arts,"New Stork City, Duckworld","Count Drakula, Dirk Byrd, Dark Mallard of the Night, Dopey Duck, Drakula, the Drivin' Drake, Duckboy, Duck-Man, the Ducknight Detective, the Feathered Fury, Howard the Human, Iron Duck, Killmallard, Leonard the Duck, Master of Quak Fu, Mister Duck, Pondhopper, Santa Claus, Shang-Op, Son of Satan, Osama el-Braka","Publicly known (most people believe Howard is a small person in a duck suit, not a real talking duck)"
ff56cea6-2dd0-4bcb-812c-ce804e46c1a6,Marvel Zombies,"Banner has a PhD in Nuclear Physics, the gray Hulk exhibited average intelligence and the green Hulk possesses a knowledge as banner does","Los Alamos, New Mexico","Green Goliath, Jade Giant, Joe Fixit (gray Hulk)",Publicly known
bb1e1973-9f8b-4667-8ea4-1de5fbba7324,Uatu The Watcher,Extensive education on Watchers' homeworld; studied Earth's solar system and its inhabitants for billions of years; more recent studies of alternate universes,Watchers' homeworld,The Watcher,No dual identity
ec917734-64d3-4b6f-ac18-8aa22a688720,Jamie Braddock,University graduate,U.K.,None,No dual identity
1d560897-e765-42ab-b8c2-f090e23ce2dd,Ben Parker,High school graduate,"Brooklyn, New York","Ben, Uncle Ben, Unca' Ben",No dual identity
650607d5-41be-4019-ae89-fa7ae2fb710b,May Parker,High School graduate,"Brooklyn, New York","Aunt May, May Reilly, May",No dual identity
3c774998-ea7a-4958-8e4e-10cd225417fa,Dani Moonstar,null,null,null,null
2d8cf7c2-970c-4d0f-9806-4fcce5c3b282,Magma (Amara Aquilla),"High school equivalency,numerous college-level course",Nova Roma (disputed),Alison Crestmere,Secret
8d1a67f3-d4da-4cd3-93b1-a27f91c51b44,Sunspot,Unrevealed,"Rio de Janeiro, Brazil","Robert DaCosta, Bobby; Black Rook, Black King, Reignfire",Secret
e787e158-8499-4ca0-8490-a71e54c9c750,X-Man,Tutored by Sinister,American Northeast of Earth-295,"""Nate the Great""",Secret
cab2b9ec-2162-4d76-a7cf-6b12249e30e7,Sub-Mariner,Little or no formal schooling,Atlantis,"Namor the First, the Avenging Son, the Old Man, Rex, Sealord, Joe Pierre",Publicly known
87863ae5-96e5-4513-9626-f4e638da1c2a,Union Jack (Brian Falsworth),"College graduate, military training","Falsworth Manor, England",None,Secret
36d64e25-fb8b-4307-94c2-7f44b27a24e2,Purple Man,null,"Rijeka, Yugoslavia","Killgrave the Purple Man, Killy",Publicly known
0c1e16e5-aae6-421c-aec7-d59ca43b7c3f,Tippy Toe,Instinctive animal behavior,"Milwaukee, Wisconsin",None,Secret
2f578efb-11f2-4060-a156-c1cf769eb83c,Emplate,High school graduate,"Algiers, Algeria",Formerly M-Plate (with sisters),Secret
a0055c41-6cec-4640-a9d8-8c9a26dc9654,Hammerhead (Ultimate),Unrevealed,Unrevealed,Mister H,Secret
0ed38dc6-4836-4d1c-9289-8a0b64e705a5,Abomination (Ultimate),Unrevealed,"Zagreb, Yugoslavia","Agent R-7, the Ravager of Worlds",Secret
70b1c721-71c7-425e-85d9-41142a61f1ee,Betty Ross,"Communications degree from Berkeley, studies at NYU",Unrevealed,She-Hulk,General populace of Earth does not know Betty Ross is the She-Hulk
c9f50852-5adc-42d1-8c37-7681071c8529,Doc Samson,Ph.D. in psychiatry,"Tulsa, Oklahoma",Samson,Publicly known
95138868-b3f5-4074-8bec-511e5e34e3a5,Mole Man,Unrevealed; self-educated in Deviant technology,Unrevealed,None,Secret
004d248c-9419-4151-a6f3-1455b79b544e,Thunderbolt Ross,null,null,null,null
8c4e9ff0-1c5e-4a7d-a923-fb7a2e09e365,Arcade,Unrevealed,"Beverly Hills, Los Angeles, California (allegedly)","Mister A, ""Mad Monk"", Pinball Wizard, A.R. Cadenski",Secret
ad65ade0-282f-4014-9ec0-97157e1e6f46,Black Tom,Oxford University,"Dublin, Ireland",Barrington,Publicly known
0808973f-0981-49b7-938c-e8ea562c6dd0,Alex Power,null,null,null,null
df0fd4de-ded3-443b-b150-ca0a9c931e0e,Jack Power,null,null,null,null
7a6845d2-2743-4d4f-9010-9815ee62cfad,Katie Power,null,null,null,null
28015751-dea1-4478-99f1-98d98d721113,Crystal,Royal tutors of Attilan,"Island of Attilan, Atlantic Ocean","Crys, Exquisite Elemental",Publicly known
f04de33d-64cd-47a7-aab8-a7ba874576ce,Medusa,Royal tutors of Attilan,"Island of Attilan, Atlantic Ocean","Madam Medusa, Madame Medusa, Red",Secret
a0d69a04-aaad-4f44-a208-9f97a802f495,Spectrum,null,null,null,null
e8a83f57-6717-403f-84e9-56ecded817c7,Triton,null,null,None,Secret
ea5a87cd-bfbb-4b9c-8a9b-22baa59fd911,Human Cannonball,"High school level, various courses at Xavier's School for Gifted Youngsters","Cumberland County, Kentucky","Formerly Samson Guthry, Jet-Ass",Public
97f0c4c2-04df-447b-8a74-0c109d8e467f,Wendell Vaughn,College graduate; S.H.I.E.L.D. Academy graduate,"Fond du Lac, Wisconsin","Marvel Man, Starknight",Secret
c8bdd948-76e4-41c4-81d0-7604b04260fe,Count Nefaria,College graduate,"Rome, Italy","Stox, Dream Maker, Dream Master",Publicly known
e125ea06-f0d7-4f7b-85a4-9232ad5e1d94,Sandman,High school (incomplete),"Queens, New York","Flint Marko, Sylvester Mann, Quarryman, ""Mud-Thing""",Known to legal authorities
4c01ef65-d314-45d2-ab2d-e7c3bae26dc4,Talkback (Chase Stein),High school dropout,"Los Angeles, California","Talkback, Neo (considered)",No dual identity
f7fafb58-6fdb-4948-9baa-a09283efd7e0,Victor Mancha,unknown,"Los Angeles, California","Calculator Kid, Zapper",Secret
5478eebc-52d7-41c5-8fd4-9e539f43af29,Madame Masque,null,null,null,null
5d0c149f-4042-4180-b1c9-f7d7b9275b05,Mimic,College Graduate,"Passiac, New Jersey","Cal, Wolverine",Secret
63dee598-7016-46e4-910a-4844cf2342e9,Weapon Omega,null,null,null,null
5d0d8ba9-98be-4894-98d2-3b621e7d8605,Deena Pilgrim,null,null,null,null
f32b8909-9207-4e5b-aa01-7a348e7fe8ac,Tiger Shark,Unrevealed,null,Aryls Tigershark,Publicly known
