"uri","city","state"
"http://www.wikidata.org/entity/Q5142768","Cangas del Narcea","Asturias / Asturies"
"http://www.wikidata.org/entity/Q5910107","Sevilla","Andalucía"
"http://www.wikidata.org/entity/Q9034420","La Guingueta d'Àneu","Catalunya"
"http://www.wikidata.org/entity/Q5910582","Benavente","Castilla y León"
"http://www.wikidata.org/entity/Q2885585","Simancas","Castilla y León"
"http://www.wikidata.org/entity/Q927265","Cuéllar","Castilla y León"
"http://www.wikidata.org/entity/Q20492801","Zumaia","Euskadi"
"http://www.wikidata.org/entity/Q2736564","Madrid","Comunidad de Madrid"
"http://www.wikidata.org/entity/Q34562","San Cristóbal de La Laguna","Canarias"
"http://www.wikidata.org/entity/Q5419362","Granada","Andalucía"
"http://www.wikidata.org/entity/Q518072","Borau","Aragón"
"http://www.wikidata.org/entity/Q20106314","Berga","Catalunya"
"http://www.wikidata.org/entity/Q20986043","Móra d'Ebre","Catalunya"
"http://www.wikidata.org/entity/Q1164358","Madrid","Comunidad de Madrid"
"http://www.wikidata.org/entity/Q975868","Cardona","Catalunya"
"http://www.wikidata.org/entity/Q6406146","Sevilla","Andalucía"
"http://www.wikidata.org/entity/Q1534288","Oviedo","Asturias / Asturies"
"http://www.wikidata.org/entity/Q9034415","Cruïlles, Monells i Sant Sadurní de l'Heura","Catalunya"
"http://www.wikidata.org/entity/Q1540732","Real Sitio de San Ildefonso","Castilla y León"
"http://www.wikidata.org/entity/Q19368128","Sant Pere de Riudebitlles","Catalunya"
"http://www.wikidata.org/entity/Q8254482","Almería","Andalucía"
"http://www.wikidata.org/entity/Q2478458","Tarragona","Catalunya"
"http://www.wikidata.org/entity/Q5911206","Olóriz","Navarra - Nafarroa"
"http://www.wikidata.org/entity/Q43121031","Santa Susanna","Catalunya"
"http://www.wikidata.org/entity/Q5401849","Palencia","Castilla y León"
"http://www.wikidata.org/entity/Q12254090","Arrasate / Mondragón","Euskadi"
"http://www.wikidata.org/entity/Q19360888","Toledo","Castilla-La Mancha"
"http://www.wikidata.org/entity/Q5991998","Cudillero","Asturias / Asturies"
"http://www.wikidata.org/entity/Q2894059","Portillo","Castilla y León"
"http://www.wikidata.org/entity/Q3083728","Siero","Asturias / Asturies"
"http://www.wikidata.org/entity/Q6102052","Valladolid","Castilla y León"
"http://www.wikidata.org/entity/Q5909369","Torrelapaja","Aragón"
"http://www.wikidata.org/entity/Q43122137","Tavertet","Catalunya"
"http://www.wikidata.org/entity/Q20901531","Sant Jaume dels Domenys","Catalunya"
"http://www.wikidata.org/entity/Q3826168","Madrid","Comunidad de Madrid"
"http://www.wikidata.org/entity/Q2420025","Madrid","Comunidad de Madrid"
"http://www.wikidata.org/entity/Q8243797","A Mariña Central","Galicia / Galiza"
"http://www.wikidata.org/entity/Q2067282","Oviedo","Asturias / Asturies"
"http://www.wikidata.org/entity/Q43121040","Malgrat de Mar","Catalunya"
"http://www.wikidata.org/entity/Q5911654","Bareyo","Cantabria"
"http://www.wikidata.org/entity/Q680292","Terra de Melide","Galicia / Galiza"
"http://www.wikidata.org/entity/Q17595941","Beuda","Catalunya"
"http://www.wikidata.org/entity/Q5117103","Arganda del Rey","Comunidad de Madrid"
"http://www.wikidata.org/entity/Q1048678","Peralada","Catalunya"
"http://www.wikidata.org/entity/Q5117102","Madrid","Comunidad de Madrid"
"http://www.wikidata.org/entity/Q5909574","Moguer","Andalucía"
"http://www.wikidata.org/entity/Q388287","Alzira","Comunitat Valenciana"
"http://www.wikidata.org/entity/Q1048682","Roses","Catalunya"
"http://www.wikidata.org/entity/Q2380092","Almería","Andalucía"
"http://www.wikidata.org/entity/Q43123473","Peralada","Catalunya"
"http://www.wikidata.org/entity/Q20901522","les Franqueses del Vallès","Catalunya"
"http://www.wikidata.org/entity/Q6150351","Herrerías","Cantabria"
"http://www.wikidata.org/entity/Q3328423","Sitges","Catalunya"
"http://www.wikidata.org/entity/Q1530714","Sant Joan de les Abadesses","Catalunya"
"http://www.wikidata.org/entity/Q5757319","Torrefeta i Florejacs","Catalunya"
"http://www.wikidata.org/entity/Q5677729","Nava del Rey","Castilla y León"
"http://www.wikidata.org/entity/Q21622828","Sant Feliu Sasserra","Catalunya"
"http://www.wikidata.org/entity/Q6102073","Villamuriel de Cerrato","Castilla y León"
"http://www.wikidata.org/entity/Q6058532","León","Castilla y León"
"http://www.wikidata.org/entity/Q43122159","Malla","Catalunya"
"http://www.wikidata.org/entity/Q8342452","Santa Maria de Miralles","Catalunya"
"http://www.wikidata.org/entity/Q2956550","Guadalajara","Castilla-La Mancha"
"http://www.wikidata.org/entity/Q43123483","Peralada","Catalunya"
"http://www.wikidata.org/entity/Q5910263","Támara de Campos","Castilla y León"
"http://www.wikidata.org/entity/Q7203706","Peñafiel","Castilla y León"
"http://www.wikidata.org/entity/Q6150677","Peñafiel","Castilla y León"
"http://www.wikidata.org/entity/Q20986247","Saus, Camallera i Llampaies","Catalunya"
"http://www.wikidata.org/entity/Q5555273","La Vid y Barrios","Castilla y León"
"http://www.wikidata.org/entity/Q11697438","Cocentaina","Comunitat Valenciana"
"http://www.wikidata.org/entity/Q2037255","Toledo","Castilla-La Mancha"
"http://www.wikidata.org/entity/Q8342203","Cabrera d'Anoia","Catalunya"
"http://www.wikidata.org/entity/Q8342446","Gombrèn","Catalunya"
"http://www.wikidata.org/entity/Q3285202","Bilbao","Euskadi"
"http://www.wikidata.org/entity/Q3582357","Sevilla","Andalucía"
"http://www.wikidata.org/entity/Q15277185","Corcos","Castilla y León"
"http://www.wikidata.org/entity/Q2837186","Medina de Pomar","Castilla y León"
"http://www.wikidata.org/entity/Q8341593","Sabadell","Catalunya"
"http://www.wikidata.org/entity/Q4505124","Lorca","Región de Murcia"
"http://www.wikidata.org/entity/Q9088814","Figueres","Catalunya"
"http://www.wikidata.org/entity/Q18172849","Montejo de Tiermes","Castilla y León"
"http://www.wikidata.org/entity/Q596344","Valderredible","Cantabria"
"http://www.wikidata.org/entity/Q5648218","Córdoba","Andalucía"
"http://www.wikidata.org/entity/Q1575647","Tui","Galicia / Galiza"
"http://www.wikidata.org/entity/Q7415026","Córdoba","Andalucía"
"http://www.wikidata.org/entity/Q3111473","Pamplona/Iruña","Navarra - Nafarroa"
"http://www.wikidata.org/entity/Q14568091","Tabeirós - Terra de Montes","Galicia / Galiza"
"http://www.wikidata.org/entity/Q5723907","Córdoba","Andalucía"
"http://www.wikidata.org/entity/Q17600860","Moià","Catalunya"
"http://www.wikidata.org/entity/Q389325","Bellcaire d'Empordà","Catalunya"
"http://www.wikidata.org/entity/Q5910248","Burgos","Castilla y León"
"http://www.wikidata.org/entity/Q5910486","Orejana","Castilla y León"
"http://www.wikidata.org/entity/Q949589","Barcelona","Catalunya"
"http://www.wikidata.org/entity/Q1552535","Carracedelo","Castilla y León"
"http://www.wikidata.org/entity/Q9006974","Eibar","Euskadi"
"http://www.wikidata.org/entity/Q7415298","Madrid","Comunidad de Madrid"
"http://www.wikidata.org/entity/Q17590858","Mataró","Catalunya"
"http://www.wikidata.org/entity/Q8341578","Sant Pere Pescador","Catalunya"
"http://www.wikidata.org/entity/Q81747652","Santa Coloma de Cervelló","Catalunya"
"http://www.wikidata.org/entity/Q43092768","Azpeitia","Euskadi"
"http://www.wikidata.org/entity/Q23695710","Caravaca de la Cruz","Región de Murcia"
"http://www.wikidata.org/entity/Q5639734","Cervera","Catalunya"
"http://www.wikidata.org/entity/Q5911587","Zaragoza","Aragón"
"http://www.wikidata.org/entity/Q425898","Jaén","Andalucía"
"http://www.wikidata.org/entity/Q5910251","Granada","Andalucía"
"http://www.wikidata.org/entity/Q17615922","Sant Llorenç de la Muga","Catalunya"
"http://www.wikidata.org/entity/Q28465522","Guissona","Catalunya"
"http://www.wikidata.org/entity/Q9005410","Legorreta","Euskadi"
"http://www.wikidata.org/entity/Q974002","Soria","Castilla y León"
"http://www.wikidata.org/entity/Q12254789","Ordizia","Euskadi"
"http://www.wikidata.org/entity/Q18007463","Molló","Catalunya"
"http://www.wikidata.org/entity/Q2004326","La Orotava","Canarias"
"http://www.wikidata.org/entity/Q6034142","Valladolid","Castilla y León"
"http://www.wikidata.org/entity/Q22227280","Ribes de Freser","Catalunya"
"http://www.wikidata.org/entity/Q6083316","Albacete","Castilla-La Mancha"
"http://www.wikidata.org/entity/Q1725740","Ayegui","Navarra - Nafarroa"
"http://www.wikidata.org/entity/Q1131940","Cillorigo de Liébana","Cantabria"
"http://www.wikidata.org/entity/Q9034387","Sant Ramon","Catalunya"
"http://www.wikidata.org/entity/Q9006906","Vitoria-Gasteiz","Euskadi"
"http://www.wikidata.org/entity/Q1997245","Segovia","Castilla y León"
"http://www.wikidata.org/entity/Q506814","Barcelona","Catalunya"
"http://www.wikidata.org/entity/Q5117167","Uceda","Castilla-La Mancha"
"http://www.wikidata.org/entity/Q5117166","Alcorcón","Comunidad de Madrid"
"http://www.wikidata.org/entity/Q9004966","Sevilla","Andalucía"
"http://www.wikidata.org/entity/Q5117169","Sangüesa/Zangoza","Navarra - Nafarroa"
"http://www.wikidata.org/entity/Q5117168","Chinchilla de Monte-Aragón","Castilla-La Mancha"
"http://www.wikidata.org/entity/Q18005074","Sant Pere Pescador","Catalunya"
"http://www.wikidata.org/entity/Q27791652","Torreblanca","Comunitat Valenciana"
"http://www.wikidata.org/entity/Q9034378","Camprodon","Catalunya"
"http://www.wikidata.org/entity/Q29367672","Villarroya de la Sierra","Aragón"
"http://www.wikidata.org/entity/Q2942581","Baeza","Andalucía"
"http://www.wikidata.org/entity/Q18005070","Peralada","Catalunya"
"http://www.wikidata.org/entity/Q2933633","Aldea del Rey","Castilla-La Mancha"
"http://www.wikidata.org/entity/Q6058127","Zaragoza","Aragón"
"http://www.wikidata.org/entity/Q8342645","Piera","Catalunya"
"http://www.wikidata.org/entity/Q11697411","Eibar","Euskadi"
"http://www.wikidata.org/entity/Q3585406","la Vall de Boí","Catalunya"
"http://www.wikidata.org/entity/Q1776246","Villanueva de Oscos","Asturias / Asturies"
"http://www.wikidata.org/entity/Q9034375","Besalú","Catalunya"
"http://www.wikidata.org/entity/Q9088856","Oñati","Euskadi"
"http://www.wikidata.org/entity/Q1046405","Barcelona","Catalunya"
"http://www.wikidata.org/entity/Q1321526","Barcelona","Catalunya"
"http://www.wikidata.org/entity/Q5117154","Fuenmayor","La Rioja"
"http://www.wikidata.org/entity/Q5912257","Zamora","Castilla y León"
"http://www.wikidata.org/entity/Q10750219","Lleida","Catalunya"
"http://www.wikidata.org/entity/Q18005063","Bàscara","Catalunya"
"http://www.wikidata.org/entity/Q5399718","Cabezón de Liébana","Cantabria"
"http://www.wikidata.org/entity/Q20493052","Pasaia","Euskadi"
"http://www.wikidata.org/entity/Q20804876","Getaria","Euskadi"
"http://www.wikidata.org/entity/Q22227279","Cornellà del Terri","Catalunya"
"http://www.wikidata.org/entity/Q18005065","Castelló d'Empuries","Catalunya"
"http://www.wikidata.org/entity/Q5117150","Mieres","Asturias / Asturies"
"http://www.wikidata.org/entity/Q5910070","Salamanca","Castilla y León"
"http://www.wikidata.org/entity/Q1116546","Barcelona","Catalunya"
"http://www.wikidata.org/entity/Q21281796","Sant Feliu de Buixalleu","Catalunya"
"http://www.wikidata.org/entity/Q2942592","Badajoz","Extremadura"
"http://www.wikidata.org/entity/Q8342631","Forallac","Catalunya"
"http://www.wikidata.org/entity/Q22227274","Campelles","Catalunya"
"http://www.wikidata.org/entity/Q8772074","Barcelona","Catalunya"
"http://www.wikidata.org/entity/Q5839385","Cartagena","Región de Murcia"
"http://www.wikidata.org/entity/Q18695880","Lloret de Mar","Catalunya"
"http://www.wikidata.org/entity/Q1140634","Madrid","Comunidad de Madrid"
"http://www.wikidata.org/entity/Q5639526","Seva","Catalunya"
"http://www.wikidata.org/entity/Q778571","Santiponce","Andalucía"
"http://www.wikidata.org/entity/Q5911373","Sahagún","Castilla y León"
"http://www.wikidata.org/entity/Q5909291","Córdoba","Andalucía"
"http://www.wikidata.org/entity/Q11913137","Boadella i les Escaules","Catalunya"
"http://www.wikidata.org/entity/Q18200486","Fresno el Viejo","Castilla y León"
"http://www.wikidata.org/entity/Q3585440","Córdoba","Andalucía"
"http://www.wikidata.org/entity/Q5117180","Haro","La Rioja"
"http://www.wikidata.org/entity/Q7415013","Madrid","Comunidad de Madrid"
"http://www.wikidata.org/entity/Q20856286","Los Realejos","Canarias"
"http://www.wikidata.org/entity/Q11697419","Valladolid","Castilla y León"
"http://www.wikidata.org/entity/Q5590202","Illana","Castilla-La Mancha"
"http://www.wikidata.org/entity/Q20104672","Cercs","Catalunya"
"http://www.wikidata.org/entity/Q14516254","Wamba","Castilla y León"
"http://www.wikidata.org/entity/Q8342620","Vilassar de Dalt","Catalunya"
"http://www.wikidata.org/entity/Q47183505","Vilanova i la Geltrú","Catalunya"
"http://www.wikidata.org/entity/Q5685859","Sant Vicenç de Torelló","Catalunya"
"http://www.wikidata.org/entity/Q2942573","Orihuela","Comunitat Valenciana"
"http://www.wikidata.org/entity/Q45889295","Sabadell","Catalunya"
"http://www.wikidata.org/entity/Q650007","Cádiz","Andalucía"
"http://www.wikidata.org/entity/Q5117175","Jerez de la Frontera","Andalucía"
"http://www.wikidata.org/entity/Q5911143","Alaejos","Castilla y León"
"http://www.wikidata.org/entity/Q5117177","Guadalajara","Castilla-La Mancha"
"http://www.wikidata.org/entity/Q922097","Vélez-Blanco","Andalucía"
"http://www.wikidata.org/entity/Q5117170","Santiago","Galicia / Galiza"
"http://www.wikidata.org/entity/Q3755314","Vitoria-Gasteiz","Euskadi"
"http://www.wikidata.org/entity/Q18191370","Madrid","Comunidad de Madrid"
"http://www.wikidata.org/entity/Q40833556","Albanyà","Catalunya"
"http://www.wikidata.org/entity/Q8342614","la Llacuna","Catalunya"
"http://www.wikidata.org/entity/Q2220100","Oviedo","Asturias / Asturies"
"http://www.wikidata.org/entity/Q3471746","Uharte-Arakil","Navarra - Nafarroa"
"http://www.wikidata.org/entity/Q950772","Cercs","Catalunya"
"http://www.wikidata.org/entity/Q3394959","O Deza","Galicia / Galiza"
"http://www.wikidata.org/entity/Q339482","Oñati","Euskadi"
"http://www.wikidata.org/entity/Q130534","Sant Quirze Safaja","Catalunya"
"http://www.wikidata.org/entity/Q6021552","Valladolid","Castilla y León"
"http://www.wikidata.org/entity/Q1790758","Madrid","Comunidad de Madrid"
"http://www.wikidata.org/entity/Q3813468","Soria","Castilla y León"
"http://www.wikidata.org/entity/Q5776818","La Pernía","Castilla y León"
"http://www.wikidata.org/entity/Q6021550","Vélez-Málaga","Andalucía"
"http://www.wikidata.org/entity/Q6083116","La Cavada","Cantabria"
"http://www.wikidata.org/entity/Q26212197","Pozondón","Aragón"
"http://www.wikidata.org/entity/Q665154","Lena","Asturias / Asturies"
"http://www.wikidata.org/entity/Q17615501","Santa Maria de Palautordera","Catalunya"
"http://www.wikidata.org/entity/Q28711368","la Vall d'en Bas","Catalunya"
"http://www.wikidata.org/entity/Q938638","Alcoi / Alcoy","Comunitat Valenciana"
"http://www.wikidata.org/entity/Q5116947","Peñas de San Pedro","Castilla-La Mancha"
"http://www.wikidata.org/entity/Q5577226","Fonollosa","Catalunya"
"http://www.wikidata.org/entity/Q2878575","Telde","Canarias"
"http://www.wikidata.org/entity/Q936453","Garganta la Olla","Extremadura"
"http://www.wikidata.org/entity/Q8342289","Cornellà de Llobregat","Catalunya"
"http://www.wikidata.org/entity/Q8342288","Camprodon","Catalunya"
"http://www.wikidata.org/entity/Q43123099","Maçanet de Cabrenys","Catalunya"
"http://www.wikidata.org/entity/Q5116945","Labastida/Bastida","Euskadi"
"http://www.wikidata.org/entity/Q5776828","Villafranca del Bierzo","Castilla y León"
"http://www.wikidata.org/entity/Q1776206","Pelayos de la Presa","Comunidad de Madrid"
"http://www.wikidata.org/entity/Q1776209","Villaviciosa","Asturias / Asturies"
"http://www.wikidata.org/entity/Q5480691","Lorca","Región de Murcia"
"http://www.wikidata.org/entity/Q17615506","Borredà","Catalunya"
"http://www.wikidata.org/entity/Q19367759","Girona","Catalunya"
"http://www.wikidata.org/entity/Q6447049","Cartes","Cantabria"
"http://www.wikidata.org/entity/Q3360949","Sevilla","Andalucía"
"http://www.wikidata.org/entity/Q5551080","Maçanet de la Selva","Catalunya"
"http://www.wikidata.org/entity/Q6058152","Santillana del Mar","Cantabria"
"http://www.wikidata.org/entity/Q2842138","Donostia/San Sebastián","Euskadi"
"http://www.wikidata.org/entity/Q5845492","Calders","Catalunya"
"http://www.wikidata.org/entity/Q6058155","Reocín","Cantabria"
"http://www.wikidata.org/entity/Q6058397","Espinosa de los Monteros","Castilla y León"
"http://www.wikidata.org/entity/Q8342276","la Pobla de Claramunt","Catalunya"
"http://www.wikidata.org/entity/Q2942521","Palencia","Castilla y León"
"http://www.wikidata.org/entity/Q23502194","Folgueroles","Catalunya"
"http://www.wikidata.org/entity/Q2942524","Vitoria-Gasteiz","Euskadi"
"http://www.wikidata.org/entity/Q8342036","Murcia","Región de Murcia"
"http://www.wikidata.org/entity/Q8342035","Manresa","Catalunya"
"http://www.wikidata.org/entity/Q21710763","Bergara","Euskadi"
"http://www.wikidata.org/entity/Q5166198","Guadalajara","Castilla-La Mancha"
"http://www.wikidata.org/entity/Q1450424","Madrid","Comunidad de Madrid"
"http://www.wikidata.org/entity/Q205524","Madrid","Comunidad de Madrid"
"http://www.wikidata.org/entity/Q22893608","Porqueres","Catalunya"
"http://www.wikidata.org/entity/Q5166190","Madrid","Comunidad de Madrid"
"http://www.wikidata.org/entity/Q5911178","Mucientes","Castilla y León"
"http://www.wikidata.org/entity/Q250523","Martorell","Catalunya"
"http://www.wikidata.org/entity/Q17615522","Garrigàs","Catalunya"
"http://www.wikidata.org/entity/Q3585484","Lorca","Región de Murcia"
"http://www.wikidata.org/entity/Q6058186","Murcia","Región de Murcia"
"http://www.wikidata.org/entity/Q20644125","Azkoitia","Euskadi"
"http://www.wikidata.org/entity/Q20901290","Pacs del Penedès","Catalunya"
"http://www.wikidata.org/entity/Q12253628","Zumarraga","Euskadi"
"http://www.wikidata.org/entity/Q976019","Madrid","Comunidad de Madrid"
"http://www.wikidata.org/entity/Q4867400","Colmenar Viejo","Comunidad de Madrid"
"http://www.wikidata.org/entity/Q8342267","Cervelló","Catalunya"
"http://www.wikidata.org/entity/Q20901287","Pontons","Catalunya"
"http://www.wikidata.org/entity/Q5166187","Aranjuez","Comunidad de Madrid"
"http://www.wikidata.org/entity/Q11305733","Meranges","Catalunya"
"http://www.wikidata.org/entity/Q746333","Barcelona","Catalunya"
"http://www.wikidata.org/entity/Q5166185","Cádiz","Andalucía"
"http://www.wikidata.org/entity/Q18007612","Balaguer","Catalunya"
"http://www.wikidata.org/entity/Q5776804","Medina del Campo","Castilla y León"
"http://www.wikidata.org/entity/Q613742","San Vicente de la Sonsierra","La Rioja"
"http://www.wikidata.org/entity/Q17596327","la Torre de Claramunt","Catalunya"
"http://www.wikidata.org/entity/Q3813454","Soria","Castilla y León"
"http://www.wikidata.org/entity/Q17615526","Llers","Catalunya"
"http://www.wikidata.org/entity/Q570586","Valladolid","Castilla y León"
"http://www.wikidata.org/entity/Q5910094","Los Balbases","Castilla y León"
"http://www.wikidata.org/entity/Q6898340","Gradefes","Castilla y León"
"http://www.wikidata.org/entity/Q20126659","Ariño","Aragón"
"http://www.wikidata.org/entity/Q20492102","Arrasate / Mondragón","Euskadi"
"http://www.wikidata.org/entity/Q5912270","Sevilla","Andalucía"
"http://www.wikidata.org/entity/Q5708305","Madrid","Comunidad de Madrid"
"http://www.wikidata.org/entity/Q2542555","Sevilla","Andalucía"
"http://www.wikidata.org/entity/Q5407855","Maçanet de la Selva","Catalunya"
"http://www.wikidata.org/entity/Q5358601","Madrid","Comunidad de Madrid"
"http://www.wikidata.org/entity/Q1499912","Segovia","Castilla y León"
"http://www.wikidata.org/entity/Q17596379","Puig-reig","Catalunya"
"http://www.wikidata.org/entity/Q17597225","l'Escala","Catalunya"
"http://www.wikidata.org/entity/Q5748395","Salamanca","Castilla y León"
"http://www.wikidata.org/entity/Q5669766","Córdoba","Andalucía"
"http://www.wikidata.org/entity/Q6898354","Casalarreina","La Rioja"
"http://www.wikidata.org/entity/Q5912083","Utrera","Andalucía"
"http://www.wikidata.org/entity/Q65922908","Ordizia","Euskadi"
"http://www.wikidata.org/entity/Q18942900","Balboa","Castilla y León"
"http://www.wikidata.org/entity/Q20888291","Pujalt","Catalunya"
"http://www.wikidata.org/entity/Q1627991","Logroño","La Rioja"
"http://www.wikidata.org/entity/Q20901070","la Granada","Catalunya"
"http://www.wikidata.org/entity/Q8342004","Albiztur","Euskadi"
"http://www.wikidata.org/entity/Q8342246","Castellolí","Catalunya"
"http://www.wikidata.org/entity/Q8342489","Orpí","Catalunya"
"http://www.wikidata.org/entity/Q12266931","Zumaia","Euskadi"
"http://www.wikidata.org/entity/Q509931","Burgo de Osma-Ciudad de Osma","Castilla y León"
"http://www.wikidata.org/entity/Q2627735","Cartagena","Región de Murcia"
"http://www.wikidata.org/entity/Q3573289","Jaca","Aragón"
"http://www.wikidata.org/entity/Q43119878","Calldetenes","Catalunya"
"http://www.wikidata.org/entity/Q9007609","Andilla","Comunitat Valenciana"
"http://www.wikidata.org/entity/Q1064212","Sevilla","Andalucía"
"http://www.wikidata.org/entity/Q956018","Sevilla","Andalucía"
"http://www.wikidata.org/entity/Q1798216","Barcelona","Catalunya"
"http://www.wikidata.org/entity/Q37585624","Sant Martí d'Albars","Catalunya"
"http://www.wikidata.org/entity/Q5644051","Forallac","Catalunya"
"http://www.wikidata.org/entity/Q5669772","Árchez","Andalucía"
"http://www.wikidata.org/entity/Q8342479","Pineda de Mar","Catalunya"
"http://www.wikidata.org/entity/Q3399144","Santiago","Galicia / Galiza"
"http://www.wikidata.org/entity/Q245151","A Coruña","Galicia / Galiza"
"http://www.wikidata.org/entity/Q8342237","Castellnou de Bages","Catalunya"
"http://www.wikidata.org/entity/Q2046820","Soria","Castilla y León"
"http://www.wikidata.org/entity/Q8342475","Figaró-Montmany","Catalunya"
"http://www.wikidata.org/entity/Q8342473","Girona","Catalunya"
"http://www.wikidata.org/entity/Q28664145","Segovia","Castilla y León"
"http://www.wikidata.org/entity/Q5903116","Úbeda","Andalucía"
"http://www.wikidata.org/entity/Q2046822","Piedrahíta","Castilla y León"
"http://www.wikidata.org/entity/Q2940781","Vitoria-Gasteiz","Euskadi"
"http://www.wikidata.org/entity/Q31706509","Toledo","Castilla-La Mancha"
"http://www.wikidata.org/entity/Q18007665","Castellfollit de Riubregós","Catalunya"
"http://www.wikidata.org/entity/Q2942729","Mondoñedo","Galicia / Galiza"
"http://www.wikidata.org/entity/Q5776838","Briviesca","Castilla y León"
"http://www.wikidata.org/entity/Q17596358","Castellcir","Catalunya"
"http://www.wikidata.org/entity/Q6898373","Aguilar de Campoo","Castilla y León"
"http://www.wikidata.org/entity/Q18004162","Sant Carles de la Ràpita","Catalunya"
"http://www.wikidata.org/entity/Q18008522","Sant Joan de les Abadesses","Catalunya"
"http://www.wikidata.org/entity/Q16577870","Becerril de Campos","Castilla y León"
"http://www.wikidata.org/entity/Q17596120","Sant Mateu de Bages","Catalunya"
"http://www.wikidata.org/entity/Q18008521","Riudaura","Catalunya"
"http://www.wikidata.org/entity/Q7414562","La Peña","Castilla y León"
"http://www.wikidata.org/entity/Q6898375","Tineo","Asturias / Asturies"
"http://www.wikidata.org/entity/Q37271835","Berberana","Castilla y León"
"http://www.wikidata.org/entity/Q4994352","Besalú","Catalunya"
"http://www.wikidata.org/entity/Q8342225","Castellbell i el Vilar","Catalunya"
"http://www.wikidata.org/entity/Q8342468","Agramunt","Catalunya"
"http://www.wikidata.org/entity/Q8342467","Sant Feliu de Codines","Catalunya"
"http://www.wikidata.org/entity/Q969308","Málaga","Andalucía"
"http://www.wikidata.org/entity/Q8342465","Santa Margarida de Montbui","Catalunya"
"http://www.wikidata.org/entity/Q21730786","Artés","Catalunya"
"http://www.wikidata.org/entity/Q8342462","Sant Julià de Ramis","Catalunya"
"http://www.wikidata.org/entity/Q2580841","Palos de la Frontera","Andalucía"
"http://www.wikidata.org/entity/Q19367730","Olèrdola","Catalunya"
"http://www.wikidata.org/entity/Q478585","Campoo de Enmedio","Cantabria"
"http://www.wikidata.org/entity/Q515595","Soria","Castilla y León"
"http://www.wikidata.org/entity/Q17596368","Pedret i Marzà","Catalunya"
"http://www.wikidata.org/entity/Q5754603","Baeza","Andalucía"
"http://www.wikidata.org/entity/Q28712285","Fornells de la Selva","Catalunya"
"http://www.wikidata.org/entity/Q2889253","Santiago","Galicia / Galiza"
"http://www.wikidata.org/entity/Q142565","Jurisdicción de Lara","Castilla y León"
"http://www.wikidata.org/entity/Q1354033","Zaragoza","Aragón"
"http://www.wikidata.org/entity/Q2744847","Manresa","Catalunya"
"http://www.wikidata.org/entity/Q28781","Castelló d'Empuries","Catalunya"
"http://www.wikidata.org/entity/Q8342458","Darnius","Catalunya"
"http://www.wikidata.org/entity/Q43122810","l'Escala","Catalunya"
"http://www.wikidata.org/entity/Q4993496","Coll de Nargó","Catalunya"
